薄荷煎丸,,,《局方》卷一,,,龙脑薄荷（取叶）10斤，防风（去苗）30两，川芎30两，桔梗50两，缩砂仁5两，甘草（炙）40两。,上为末，炼蜜为丸，每两作30丸。,,消风热，化痰涎，利咽膈，清头目。主治遍身麻痹，百节酸疼，头昏目眩，鼻塞脑痛，语言声重，项背拘急，皮肤瘙痒，或生隐疹，及肺热喉腥，脾热口甜，胆热口苦；又治鼻衄唾血，大小便出血，及伤风。,,,,,,,,每服1丸，细嚼茶、酒任下。,,https://db.yaozh.com/fangji/10004019.html
薄荷煎丸,,,《圣惠》卷二十七,,,薄荷汁1升，生地黄汁1升，青蒿汁1升，童便2升，桃仁3两（汤浸，去皮尖双仁，麸炒微黄，别研如膏），麝香2钱（细研），朱砂1两（细研），秦艽3两（去苗，捣罗为末）。,用薄荷等汁并小便同煎，然后下桃仁膏及朱砂等，以慢火熬，候可丸即丸，如梧桐子大。,,急劳骨蒸。,,,,,,,,每服30丸，空腹以清粥饮送下，晚食前再服。,,https://db.yaozh.com/fangji/10004020.html
薄荷煎圆,,,《宋•太平惠民和剂局方》,,,龙脑薄荷（取叶）十斤，防风（去苗）、川芎，各三十两。缩砂仁五两，桔梗五十两，甘草（炙）四十两。,上为末，炼蜜为圆，每两作三十圆。,,消风热，化痰涎，利咽膈，清头目。治遍身麻痹，百节酸痛，头昏目眩，鼻塞脑痛，语言声重，项背拘急，皮肤瘙痒，或生瘾疹。及治肺热喉腥，脾热口甜，胆热口苦。又治鼻衄、唾血，大小便出血，及脱着伤风。并沐浴后，并可服之。,,,,,,,,每服一圆，细嚼，茶、酒任下。,,https://db.yaozh.com/fangji/10004021.html
薄荷连翘方,,,《中医喉科学》引冰玉堂验方,,,金银花30g，连翘15g，生地15g，牛蒡子9g，山药9g，鲜竹叶6g，薄荷3g，绿豆衣3g。,,,祛风清热。主治风热牙痛。牙齿作痛，牙龈肿胀，不能咀嚼，腮肿而热，患处得凉则痛减，口渴，舌尖红，苔白干，脉浮数。,,,,,,,,,,https://db.yaozh.com/fangji/10004022.html
薄荷连翘汤,,,《中医喉科学讲义》引冰玉堂验方,,,"金银花30克,连翘,生地各15克,牛蒡子,山药各9克,鲜竹叶6克,薄荷,绿豆衣各3克。",,,疏风祛邪，清热解毒。主治牙龈肿痛，腮肿而热，口渴舌红，脉浮数。,,,,,,,,水煎服。,,https://db.yaozh.com/fangji/10004023.html
薄荷蜜,薄荷煎,,《三因》卷十六,,,薄荷自然汁、白蜜各等分。,,,舌上生白苔，干涩，语话不真。,,,,,,,,薄荷煎（《医统》卷六十四）。,,https://db.yaozh.com/fangji/10004024.html
薄荷牛蒡汤,,,《中医皮肤病学简编》,,,薄荷叶12克 牛蒡子9克 焦马勃9克 焦栀子9克 连翘壳9克 京玄参12克 西赤芍12克 板蓝根15克 大青叶12克 炒僵蚕9克 玉桔梗6克,,,主荨麻疹。,,,,,,,,水煎服。,,https://db.yaozh.com/fangji/10004025.html
薄荷散,,,《普济方》卷三四七,,,芍药8分，蒲黄4分，延胡索4分，当归6分，荷叶蒂3个（炙）。,,,血气烦闷，胁肋胀满及痛。,,,,,,,,以水2升，煎取7合，后入蒲黄，空心分3服。,,https://db.yaozh.com/fangji/10004026.html
薄荷散,,,《活幼心书》卷下,,,薄荷（和梗）半两，骨碎补（去毛）半两，甘草2钱半，金罂刺根7钱半。,,,阳证脱肛。,,,,,,,,上(口父)咀。每服2钱，水1盏，入无灰酒1大匙，煎7分，空心温服，或无时。,,https://db.yaozh.com/fangji/10004027.html
薄荷散,,,《扁鹊心书•神方》,,,真薄2两，桔梗3两，防风2两，甘草1两。,上为末。,,心肺壅热，头目不清，咽喉不利，精神昏浊，小儿膈热。,,,,,,,,每服4钱，灯心煎汤下。,,https://db.yaozh.com/fangji/10004028.html
薄荷散,,,《普济方》卷四O三,,,家薄荷叶1两，麻黄（去节）半两，甘草（炙）半两。,上为末。,,小儿痘疹。,,,,,,,,加生姜、大枣，水煎服。,,https://db.yaozh.com/fangji/10004029.html
薄荷散,薄荷汤,,《幼幼新书》卷十四引《家宝》,,,杜薄荷半两（去粗梗，取嫩者），羌活1分，全蝎（炒）1分，麻黄（去节）1分，僵蚕（直者，去丝，炒）1分，天竺黄1分，甘草半分（炙），白附子半钱。,上为末。,,婴孩小儿夹食伤寒，又治夹惊伤寒，温壮等。,,,,,,,,薄荷汤（《婴童百问》卷四）。,,https://db.yaozh.com/fangji/10004030.html
薄荷散,,,《卫生总微》卷三,,,薄荷叶1两，藿香叶（去土）1两，荆芥穗1两，甘松（去土）1两，白芷1两，防风（去芦并叉枝）1两，川芎1两，桔梗（去芦）1两，白僵蚕（去丝嘴）1两，甘草（炙）1两，藁本（去土）1两，细辛（去苗）半两。,上为末。,,大能清利头目，止昏眩、聪明耳目。主治小儿风热温壮，伤寒伤风、疮疹未辨之间；大人风气不顺，头面风等。,,,,,,,,每服1钱，茶调温服。,,https://db.yaozh.com/fangji/10004031.html
薄荷散,,,《圣济总录》卷一O四,,,薄荷叶1两，恶实（微炒）1两，甘菊花半两，甘草（炙）半两。,上为散。,,风热攻目，昏涩疼痛，旋眩，咽喉壅塞，语声不出。,,,,,,,,每服1钱匕，食后、临卧生姜温水调下。,,https://db.yaozh.com/fangji/10004032.html
薄荷散,,,《圣济总录》卷十六,,,薄荷叶、甘菊花（择去梗）、甘草（炙，锉）、白芷、石膏,上为散。,,风邪上攻，头目眩运，心膈烦闷。,,,,,,,,每服1钱匕，荆芥茶调下。,,https://db.yaozh.com/fangji/10004033.html
薄荷散,,,《普济方》卷三六九,,,薄荷叶1两，蝎1分，天南星半两（灰炒通黄赤色）。,上为细末。,,小儿伤风伤寒，肢体壮热，手足冷，呻吟惊悸，睡卧不安。,,,,,,,,周岁儿每服半钱，连根葱白煎汤下，不拘时候。若只伤风，并进2服，立愈。,,https://db.yaozh.com/fangji/10004034.html
薄荷汤,,,《宋•太平惠民和剂局方》,,,荆芥穗、盐（炒），各三斤；鸡苏叶七斤半，瓜蒌根十一两，缩砂仁三两，甘草（炒）四斤。,上为末。,,消风壅，化痰涎。治头昏目眩，鼻塞咽干，心胸烦闷，精神不爽。,,,,,,,,每服一钱，沸汤点，食后服。,,https://db.yaozh.com/fangji/10004035.html
薄荷汤,,,《局方》卷十,,,缩砂仁3两，瓜蒌根11两，甘草（炒，锉）4斤，鸡苏叶7斤半，荆芥穗3斤，盐（炒）3斤。,上为末。,,消风壅，化痰涎。主治头昏目眩，鼻塞咽干，心胸烦闷，精神不爽。,,,,,,,,每服1钱，食后沸汤点服。,,https://db.yaozh.com/fangji/10004036.html
薄荷汤,,,《此事难知》,,,薄荷1两，葛根半两，炙甘草半两，防风半两，人参7钱半。,上为末。,,伤寒邪入阳明。,,,,,,,,水煎服。,,https://db.yaozh.com/fangji/10004037.html
薄荷汤,,,《伤寒微旨论》卷上,,,薄荷1两，葛根半两，人参2分，甘草（炙）半两，防风（去芦）半两。,上为末。,,中风，两手脉浮数而缓。,,,,,,,,每服3钱，水1盏，煎至7分，去滓热服。如3-5服，寸脉力尚小，加薄荷2分。,,https://db.yaozh.com/fangji/10004038.html
薄荷汤,,,《痧胀玉衡》卷下,,,薄荷1钱，香薷1钱，连翘1钱，紫朴7分，金银花7分，木通7分。,,,瘀之因于暑者。,,,,,,,,,,https://db.yaozh.com/fangji/10004039.html
薄荷汤,,,《医方类聚》卷一九七引《御医撮要》,,,龙脑薄荷4两（阴干），荆芥穗2两，甘草1两。,上为细散。,,顺风气，清头目。,,,,,,,,每服1钱，沸汤调下。,,https://db.yaozh.com/fangji/10004040.html
薄荷丸,,,《圣济总录》卷一五八,,,干薄荷叶2两，荆芥穗1两半，蔓荆实（去白皮）1两，玄参（洗，锉）1两，甘草（炙）1两，大黄（锉，炒）1两，人参1两，麦门冬（去心）1两，羌活（去芦头）2两，细辛（去苗叶）1两半。,上为末，炼蜜为丸，如鸡头子大。,,妇女妊娠，气血壅滞攻身体，生疮瘙痒。,,,,,,,,每服1丸，茶、酒嚼下，不拘时候。,,https://db.yaozh.com/fangji/10004041.html
薄荷丸,,,《圣惠》卷六十六,,,薄荷4两（干者），木香1两，连翘1两，麝香,上为末，以皂荚煎为丸，如梧桐子大。,,气毒瘰疬。心胃壅闷，颈项肿发，疼痛不欲饮食。,,,,,,,,每服20丸，空心及晚食前以荆芥汤送下。,,https://db.yaozh.com/fangji/10004042.html
薄荷丸,,,《圣济总录》卷十二,,,干薄荷叶1斤，天麻4两，威灵仙（去苗土）3两，羌活（去芦头）4两，山栀子仁2两，蔓荆实（去白皮）3两，白芷2两，桔梗（炒）2两，防风（去叉）2两，大黄（湿纸裹，煨令纸干）1两，人参3两，赤茯苓（去黑皮）3两，龙脑（研）半两。,上为末，再和匀，炼蜜为丸，如鸡头子大。,,蛊风，皮肤尽痛，若刀划状；及头目不利，风痰等疾。,,,,,,,,每服1丸，食后细嚼，茶、酒任下。,,https://db.yaozh.com/fangji/10004043.html
薄荷玄明散,,,《中医喉科学》,,,薄荷2两，消石2两，没石子2两，冰片7分，玄明粉1两，硼砂1两，青盐2两。,上为极细末。,,泻火清热。主治风热牙痛。,,,,,,,,时擦牙齿痛处。,,https://db.yaozh.com/fangji/10004044.html
薄荷粥,,,《圣惠》卷十六,,,薄荷1握，阿胶1两（杵碎，炒令黄燥），川升麻1两，豉心1合。,上锉细，和匀。,,时气劳复，四肢烦疼。,,,,,,,,以水2碗，煮取1碗，去滓，以粳米作稀粥服，厚覆取汗。,,https://db.yaozh.com/fangji/10004045.html
薄荷粥,,,《长寿药粥谱》,,,新鲜薄荷30g（或干薄荷15g）。,,,清热解暑，疏散风热，清利咽喉。主治中老年人风热感冒，头痛目赤，咽喉肿痛，并可作炎夏防暑解热饮料。,,,,,,,,煎汤，候冷，以粳米1～2两煮粥，待粥将成时，加入冰糖适量及薄荷汤，再煮1-2沸即可服。,,https://db.yaozh.com/fangji/10004046.html
薄芥汤,,,《洞天奥旨》卷十三,,,薄荷2钱，荆芥2钱，苦参2钱。,,,火斑疮。天气严寒，向火烘手，炙伤皮肤，因而成斑，变成痛痉。,,,,,,,,煎汤一碗，洗之。即愈。,,https://db.yaozh.com/fangji/10004047.html
薄杏汤,,,《镐京直指》二集,,,薄荷1钱5分，荆芥2钱，广郁金2钱，杏仁3钱，防风1钱5分，桔梗1钱，前胡1钱5分，象贝2钱，桑叶2钱，炒竹茹3钱。,,,风热咳嗽，鼻塞声重，发热头痛，脉来浮数。,,,,,,,,,,https://db.yaozh.com/fangji/10004048.html
宝光散,,,《葆光道人眼科龙木集》,,,大黄、龙胆、赤芍药、川芎、白芷、牛蒡子、防风、防己、黄芩、当归、甘草、栀子、生地黄、细辛、羌活、荆芥各等分。,,,小儿五脏冷热相攻，致目中漏睛脓出者。,,,,,,,,上(口父)咀。用水1钟半，煎至1钟，去滓，食后温服。,,https://db.yaozh.com/fangji/10004049.html
宝花散,石二、十号节象方,,《痧胀玉衡》卷下,,,郁金1钱，细辛3两，降香3钱，荆芥4钱。,上为末。,,痧胀。绞肠痧。心腹绞切大痛，或如板硬，或如绳转，或如筋吊；或如锥刺，或如刀刮，痛极难忍。轻者亦微微绞痛，胀闷非常。,,,,,,,,石二（《痧症全书》卷下）、十号节象方（《杂病源流犀烛》卷二十一）。,,https://db.yaozh.com/fangji/10004050.html
宝华散,,,《卫生鸿宝》卷一,,,郁金、细辛、降香、荆芥、防风、橘红、枳壳、银花。,上药为末。,,主治各种痧疹。,,,,,,,,每服9克，微温茶清调服。,,https://db.yaozh.com/fangji/10004051.html
宝金膏,,,《理瀹》,,,当归4两，党参1两，香附1两，川芎1两，延胡1两，苏木1两，白术1两，蒲黄1两，桃仁1两，醋大黄1两，红花1两，熟地1两，茯苓1两，乌药1两，川乌1两，牛膝5钱，地榆炭5钱，山萸肉5钱，金毛狗脊5钱，苍术5钱，首乌5钱，酒炒白芍5钱，炒五灵脂5钱，酸三棱5钱，羌活5钱，橘红5钱，木香5钱，良姜5钱，青皮5钱，木瓜5钱，乳香5钱，没药5钱，草乌5钱，大茴香5钱，血竭5钱，橘梗5钱，防风5钱，天麻5钱，黑荆穗5钱，白芷5钱，细辛5钱，黑豆1两半，艾叶1两半，牛胶1两半。,麻油熬，黄丹收。或加厚朴、枳壳、黄耆、半夏、炮姜炭、吴萸各5钱，发团8钱，生姜、葱白、韭白各2两同熬，槐枝搅。,,产后诸症。,,,,,,,,或贴心口，或贴脐下。,,https://db.yaozh.com/fangji/10004052.html
宝精丸,,,《医学正印》卷上,,,白亮鱼胶8两（切作短块，用牡蛎8两炭火煅过，研末同炒。须炒得不可焦黑，黄色为度，去末用胶），熟地黄4两，山药3两，人参2两（虚甚加1两），沙苑蒺藜8两（酒洗，去衣，竹刀切开，去白膜），白茯苓4两（去皮，切片，入乳拌晒3次），牛膝3两（去芦，择粗壮者切碎，酒拌，微炒），甘州枸杞4两（去蒂与枯者，乳汁拌，晒干，如此者五次），鹿胶2两，菟丝子3两（水淘净，酒蒸熟，捣烂，晒干），山茱萸肉4两（酒拌，烘干），当归2两（去芦尾，取明亮者，酒洗，切片，晒干微炒）。,上为末，炼蜜为丸，如梧桐子大。,,种子，添精补髓，滋阴壮阳，健步明目益年。,,,,,,,,每服3钱，早晚淡盐汤送下。,,https://db.yaozh.com/fangji/10004053.html
宝灵丹,,,《卫生总微》卷十五,,,朱砂1两（研，水飞），雄黄1两（研，水飞），黄丹1分（研），苦药子1分，续随子1分（去皮毛），山豆根1两（生），蜈蚣2条（1条微炙，1条生用），斑蝥1分（去头翅足，半生半炒），巴豆2分（去皮膜，出油尽），麝香2分（研）。,,,小儿中蛊毒。,,,,,,,,若未能语儿，中毒即休；如能语儿，但将药1粒入门，即患儿先闻其香是验。以腊茶清送下1丸，不得嚼破。须臾患儿必言心头作响声，毒物便下。或从口鼻出，或自大便下。嫩即是血，老即加诸虫状，其形不一，药随物下，凝血中裹之。口噤者拗灌之。,,https://db.yaozh.com/fangji/10004054.html
宝灵散,,,《玉案》卷三,,,当归2两（酒洗），黄连4两（用，吴茱萸1两煎汤、浸），白芍2两（炒），白术1两（土炒），山楂肉1两，石莲子1两，苍术1两（米泔水浸，炒），枳壳3钱（炒），麦芽1两（炒），神曲1两（炒），肉豆蔻1两（面包煨），木香1两（忌见火）。,上为末。,,一切痢疾。,,,,,,,,大人每服2钱，小儿1钱，白痢，姜汤送下；赤痢，白滚汤送下；水泻，米汤送下。,,https://db.yaozh.com/fangji/10004055.html
宝命丹,,,《普济方》卷九十三引《博济方》,,,牛黄15克（少7.5克亦得），蝎1个（全者），附子（生用，去皮）30克， 天南星15克，五灵脂15克。,上药五味，并生为末，炼蜜为丸，如鸡头子大。,,主治瘫痪风及软风。,,,,,,,,用生姜自然汁一呷许磨化后，将蜜酒投之，温酒服，或远年软风，须于暖阁内无风处，用甜糟并葱、椒煎汤浸，及令软处汗出，便服1丸。如是软多年者，先将鹊窠烧火灸软处，令热彻，方服此药为妙。,,https://db.yaozh.com/fangji/10004056.html
宝命丹,,,《幼幼新书》卷二十五引《谭氏殊圣方》,,,皂角1两（炙令焦黑色，去皮为末）3分，巴豆2-7个（去心膜，细研，新瓦上出油了用之），雄雀儿粪2钱。,上为细末，以粟米为丸，如绿豆大。,,小儿内疳。,,,,,,,,每服3丸，空心温水送下。,,https://db.yaozh.com/fangji/10004057.html
宝寿散,金砂散,,《幼幼新书》卷八引《谭氏殊圣方》,,,雄黄1分，茯苓1分，人参1分，马牙消1分，朱砂（研，水飞过）半两。,上为末。,,诸风惊涎发搐。,,,,,,,,熟水下半钱；1岁以下1字。,,https://db.yaozh.com/fangji/10004058.html
宝珍膏,,,《中医伤科学讲义》,,,生地、茅术、枳壳、五加皮、莪术、桃仁、山奈、当归、川乌、陈皮、乌药、三棱、大黄、首乌、草乌、柴胡、防风、刘寄奴、牙皂、肉桂、羌活、威灵仙、赤芍、南星、香附、荆芥、白芷、海风藤、藁本、续断、良姜、独活、麻黄、甘松、连翘各9克， 川芎15克，血余60克，东丹9印克，肉桂、 麝香、木香、附子各6克，冰片、樟脑、小茴香、乳香、没药、阿魏、细辛各9克。,,,主治风湿性关节痛及跌打损伤。,,,,,,,,制成药膏。贴患处。,,https://db.yaozh.com/fangji/10004059.html
宝珍膏,保元膏,,《北京市中药成方选集》,,,生地3钱，苍术3钱，枳壳3钱，五加皮3钱，莪术3钱，桃仁3钱，山柰3钱，当归3钱，川乌（生）3钱，橘皮3钱，乌药3钱，三棱3钱，大黄3钱，首乌3钱，草乌（生）3钱，柴胡3钱，防风3钱，刘寄奴3钱，猪牙皂3钱，川芎3钱，官桂3钱，羌活3钱，威灵仙3钱，赤芍3钱，南星（生）3钱，香附（生）3钱，荆芥3钱，白芷3钱，海风藤3钱，藁本3钱，续断3钱，良姜3钱，独活3钱，麻黄3钱，甘松3钱，连翘3钱。,上药酌予碎断，用麻油64两炸枯，去滓过滤，炼至滴水成珠，加入黄丹30两，搅匀成膏，取出浸入冷水中，去火毒后，加热溶化。另兑以下细料：肉桂1钱、麝香1钱、附子2钱、木香2钱、冰片3钱、茴香3钱、乳香3钱、没药3钱、细辛3钱。共研为细粉，过罗，搅匀摊贴。大张代光重1两2钱，中张重1两，小张6钱。,,追风散寒，舒筋活血。主治风寒麻木，筋骨疼痛，腰酸腿软，跌打损伤。,,,,,,,,用时微火化开，贴患处。,,https://db.yaozh.com/fangji/10004060.html
宝珍丸,,,《玉案》卷五,,,牡蛎（煅）1两，桂心1两，当归1两，龙齿（煅）1两，益智仁1两，乌药1两，杜仲1两2钱，石菖蒲1两2钱，山茱萸1两2钱，茯神1两2钱，牛膝1两2钱，川椒5钱，北细辛6钱，半夏6钱，半姜6钱，人参8钱，当归8钱，白芍8钱，紫石英8钱。,上为末，蜜为丸。,,调经种子，平和气血，滋补真元，温暖子宫。,,,,,,,,每服3钱，空心白滚汤送下。,,https://db.yaozh.com/fangji/10004061.html
宝珠丹,,,《外科方外奇方》卷三,,,白硼砂2钱，川连1钱2分，番木鳖（去壳，麻油黄柏5分，青黛（水飞）5分，薄荷尖5分，水飞雄黄5分，人中白（煅）5分，儿茶5分，胆矾5分，血竭5分，冰片5分，灯心灰3分。,上为末，收贮，勿泄气，吹患处。,,咽喉及口疳。,,,,,,,,,,https://db.yaozh.com/fangji/10004062.html
宝珠丹,,,《赤水玄珠》卷十,,,当门子1粒，樟脑5分，紫梢花（去梗）1钱，丁香1钱，大力子1钱，急性子1钱，斑蝥1对（去翅足），红娘子1对（去翅足）。,上为细末。,,催经。,,,,,,,,每服半分，无灰酒送下。不降再服催之。,,https://db.yaozh.com/fangji/10004063.html
宝珠膏,,,《本草纲目拾遗》卷二,,,赤石脂1两，天冬1两，麦冬1两，生地1两，熟地1两，紫梢花1两，蛇床子1两，鹿茸1两，谷精草1两，防风1两，元参1两，厚朴1两，虎骨1两，菟丝子1两，木香1两，母丁香1钱5分，肉桂1钱5分，川断1钱5分，赤芍1钱5分，黄耆1钱5分，肉苁蓉1钱5分，白龙骨1钱5分，杜仲1钱5分，附子1个（生用），蓖麻子100粒（去油），穿山甲1钱5分，地龙（去土）2钱，木鳖子（去壳不去油，切片）1钱，倭硫黄1钱，没药1钱，血竭1钱，乳香2钱，松香4钱，黄蜡4钱，麝香少许。,用麻油2斤，将药入油浸3日后，入锅内熬至黑色，去滓，用槐柳枝搅。次下黄蜡、松香，再下细药、油，滴水成珠，不散为度，瓷器收之。,,助筋骨，补血长肌，固元。,,,,,,,,绢缎布摊贴腰眼。未贴此膏之前，先用擦久易丹，擦腰眼3日后，再贴此膏。,,https://db.yaozh.com/fangji/10004064.html
宝珠散,,,《幼科指掌》卷四,,,橄榄核灰、人中白、大红纬灰、硼砂、冰片、药珠。,上为细末。,,走马牙疳。,,,,,,,,用芦管抄药，吹入患处。,,https://db.yaozh.com/fangji/10004065.html
保安半夏丸,,,《宣明论》卷九,,,半夏半两，天南星半两，牵牛1两，大黄半两，黄柏1两半，蛤粉1两，巴豆4个（一方无巴豆有干姜）。,,,补养气血，宣行荣卫。主久新诸嗽，或上逆涎喘，短气痰鸣，咽干烦渴，大小便涩滞，肺痿劳劣，心腹痞满急痛，膈气上实下虚，酒食积聚不消。,,,,,,,,每服10-15丸，食后温水送下，日3次。,,https://db.yaozh.com/fangji/10004066.html
保安大成汤,,,《外科正宗》卷一,,,人参2钱，白术2钱，黄耆（蜜水拌炒）2钱，茯苓1钱，白芍1钱，陈皮1钱，归身1钱，甘草（炙）1钱，附子1钱，山萸肉1钱，五味子1钱，木香5分，砂仁5分。,,,大补不足。主溃疡。元气素虚，精神怯弱，或脓水出多，神无所主，以致睡卧昏倦，六脉虚细，足冷身凉，便溏或秘，胸膈或宽或不宽，舌虽润而少津，口虽食而少味，疮弦紧，肉色微红。,,,,,,,,上以水2钟，加煨麦3片（去皮），大枣3枚，煎8分，食远服。,,https://db.yaozh.com/fangji/10004067.html
