补阴煎,,,《杂病证治新义》,,,生熟地黄、麦冬、当归、白芍、阿胶、龟胶、党参、炒谷芽、枳壳。,,,阴虚，面色萎黄，精神倦怠，唇焦，口燥无津，脉细数无力。,,,,,,,,水煎服。,,https://db.yaozh.com/fangji/10006006.html
蚕号散,,,《婴童百问》卷一,,,"僵蚕4个（去嘴，略炒）,茯苓少许。",上药为末。,,主治初生小儿，七日不食乳，名日撮口。,,,,,,,,蜜稠调，抹儿口内。,,https://db.yaozh.com/fangji/10006569.html
布膏药,,,《青囊秘传》,,,生地3钱，当归3钱，首乌3钱，川芎3钱，川断3钱，红花3钱，加皮3钱，川草乌3钱，茅术3钱，良姜3钱，官桂3钱，香附3钱，乌药3钱，枳壳3钱，陈皮3钱，柴胡3钱，白芷3钱，羌独活3钱，灵仙3钱，麻黄3钱，莪术3钱，三棱3钱，寄奴3钱，荆芥3钱，防风3钱，赤芍3钱，青皮3钱，桃红3钱，川军3钱，牙皂3钱，藁本3钱，连翘3钱，南星3钱，山奈3钱，姜半夏3钱，海风藤3钱，甘松3钱，细料方：麝香1钱，附子2钱，冰片5分，洋樟3钱，木香3钱，肉桂1钱，乳没药3钱，细辛3钱，阿魏3钱，八角3钱，茴香3钱（共研末）。,麻油4斤，入药煎枯，下净血余3两，溶化，再下飞广丹30两，熬膏。再下后细料药，搅匀用之。,,男子艰嗣，梦遗精滑，妇人半产漏下，白带及跌打损伤，遍身筋骨疼痛，腰脚酸痛，足膝无力，左瘫右痪，水泻痢疾，手足麻痹，腰胁气痛，哮喘咳嗽，症瘕痞癖，心腹肚痛，呕吐，木肾疝气，偏正头风，漏肩鹤膝，疟疾，瘀血作痛。,,,,,,,,筋骨疼痛，腰腿酸软，四肢无力，贴两膏盲及肾俞；男子艰嗣，梦遗精滑，贴命门；妇女漏下半产，白带，贴子宫穴；左瘫右痪，手足麻木，贴肩井、曲池、环跳；跌打损伤，贴痛处；鹤膝风，贴膝眼；赤白痢疾，贴丹田；漏肩风，贴肩井；胁肋气痛，贴期门、章门；大、小疟疾，贴肺俞；心腹痛、呕吐，贴中脘；症瘕痞癖，贴痛处、气海；哮喘咳嗽，贴肺俞，中脘；木肾疝气，贴丹田、肾俞；瘀血作痛，贴丹田、气海；腰背疼痛、偏正头风，贴太阳、风门。,,https://db.yaozh.com/fangji/10006194.html
补阴降火汤,,,《回春》卷七,,,当归（酒洗）、川芎、白芍（酒炒）、熟地黄（酒蒸）、黄柏（炒）、山药（酒炒）各等分。,上锉。,,小儿阴虚，尾骨节痛。,,,,,,,,少用官桂为引，或以前胡、木香为引。如痛不止，加乳香、没药。,,https://db.yaozh.com/fangji/10006007.html
参苓煮散,,,《圣济总录》卷九十,,,人参半两，白茯苓（去黑皮）半两，丁香莪术（炮，锉）半两，干姜（炮）半两，附子（炮裂，去皮脐）半两，远志（去心）1两，白术1两，厚朴（去粗皮，生姜汁炙）1两，黄耆（锉，炒）1两，半夏（汤浸7遍，用生姜汁制）1两，当归（切，焙）1两，京三棱槟榔（锉）5个，诃藜勒（煨，去核）5个。,上为散。,,虚劳心腹痞满，不思饮食，胸膈不利。,,,,,,,,每服3钱匕，入盐少许，水1盏，同煎至7分，和滓温服。,,https://db.yaozh.com/fangji/10006382.html
蚕灰散,,,《鸡峰》卷十五,,,蚕纸灰2两，茶笼内箬叶（烧灰）2两。,上为细末。,,妇人崩中漏下。,,,,,,,,每服2钱，食前温酒下。,,https://db.yaozh.com/fangji/10006570.html
布海丸,,,《医学入门》卷七,,,昆布1斤，海藻枳实4两，陈皮2两，青皮1两，荜澄茄5分，青木香5钱。,上为末，入前膏为丸。,,水肿，痰肿、气肿、鼓胀、喘咳，及症瘕瘿瘤。,,,,,,,,空心沸汤送下。气盛，加三棱、莪术各2两。,,https://db.yaozh.com/fangji/10006195.html
参苓壮脾圆,,,《宋•太平惠民和剂局方》,,,人参、白术、茯苓（去皮）、肉桂（去粗皮.不见火）、缩砂（去皮）、干姜、胡椒、麦蘖（微炒）、神僸、山药、白扁豆（炒），各等分。,,,治脾胃虚弱，胸膈痞闷，胁肋胀满，心腹刺痛，反胃吐食，口苦吞酸，胸满短气，肢体怠惰，面色萎黄，及中焦痞，不任攻击，脏腑虚寒，不受峻补，或因病气衰，食不复常，禀受怯弱，不能饮食，及久病泄痢，肠胃虚滑，并宜服之。,,,,,,,,每服一圆细嚼，白汤送下，温酒亦得，空心，食前。,,https://db.yaozh.com/fangji/10006383.html
蚕灰散,,,《鸡峰》卷二十四,,,蚕子灰2钱，人中白1钱，麝香少许。,上为细末。,,温疳齿。,,,,,,,,贴齿龈上，日3遍为妙，涎出吐了。,,https://db.yaozh.com/fangji/10006571.html
补阴辟邪汤,,,《石室秘录》卷二,,,熟地半两，山茱萸4钱，当归3钱，白芍3钱，鳖甲5钱，柴胡3钱，白芥子3钱，陈皮1钱，生何首乌3钱，茯苓5钱，北五味1钱，麦冬3钱。,,,阴气甚虚，夜发寒热。,,,,,,,,水煎服。,,https://db.yaozh.com/fangji/10006008.html
布精起痿汤,,,《古今名方》引吴承忠家传验方,,,肥玉竹9g，炒薏苡仁9g，天门冬4.5g，麦门冬4.5g，怀牛膝4.5g，怀山药4.5g，蒸白术4.5g，白茯苓4.5g，炙黄柏2.4g，炙甘草2.4g。,,,,,,,,,,,若病深日久，其用量可按此比例酌增。,,https://db.yaozh.com/fangji/10006196.html
参翎丸,参毛丸,,《解围元薮》卷三,,,纯白鹅毛（用纯白鹅1只，男用雄，女用雌，挦其毛，不可失一根，炒为末），苦参皮1斤（酒煮，为末）。,黄米、酒糊为丸，如梧桐子大。,,麻风。,,,,,,,,参毛丸（《赤水玄珠》卷三十）。,,https://db.yaozh.com/fangji/10006384.html
蚕茧散,,,《医学入门》卷八,,,出蛾蚕茧、枯矾、滑石、黄柏、胡粉、龙骨（煅）各等分。,上为末。,,瘰疬已破。,,,,,,,,用麻油调搽。,,https://db.yaozh.com/fangji/10006572.html
步利丸,,,《仙拈集》卷二,,,山楂肉、白蒺藜各等分（蒸晒）。,上为末，炼蜜为丸，如梧桐子大。,,腿膝疼痛，不能举步。,,,,,,,,每服3钱，白汤送下。,,https://db.yaozh.com/fangji/10006197.html
补阴平肺汤,,,《济阳纲目》卷三十一,,,黄柏（盐水炒）1钱半，山药1钱半，当归（酒洗）1钱半，白芍药1钱半，麦门冬（去心）1钱半，五味子15粒（捶碎），生地（姜酒炒）2钱，甘草5分。,,,阴虚火自下逆上而喘。,,,,,,,,上作1服。水煎，食远服。有痰，加橘红、贝母各1钱。,,https://db.yaozh.com/fangji/10006009.html
参硫散,,,《青囊秘传》,,,苦参1钱，西硫黄2分。,,,梅花风。,,,,,,,,猪胆汁调搽。,,https://db.yaozh.com/fangji/10006385.html
蚕茧散,,,《续刻经验集瘄疹选要》,,,出蛾蚕茧、枯矾、滑石、黄柏、胡粉、龙骨（煅）各等分。,上为末。,,痘、瘄及遍身生疮。,,,,,,,,用麻油调搽。,,https://db.yaozh.com/fangji/10006573.html
步莲散,,,《医方类聚》卷二一一引《琐碎录》,,,牡蛎（火煅）、白矾（火枯干）、黄丹、密陀僧各等分。,上为细末。,,辟脚汗，除秽气。,,,,,,,,掺脚趾缝中。,,https://db.yaozh.com/fangji/10006198.html
补阴清痢饮,,,《慈航集》卷下,,,大熟地5钱或8钱，当归3钱（酒炒），炙甘草5分，山萸肉3钱（酒炒），白芍3钱（酒炒），杜仲3钱（炒），干姜1钱5分（炒黄），广木香1钱（煨）。,,,阴虚久痢不止，身热腹不痛，口渴舌干，腰腿酸软无力。,,,,,,,,车前子3钱为引，水煎服。1服轻，再服又轻，4服全愈。手足冷腰痛，加制附子1钱5分，盐水炒补骨脂2钱；如痢不止，加鹿角霜3-5钱，淡干苁蓉3钱。,,https://db.yaozh.com/fangji/10006010.html
参鹿补膏,,,《上海市药品标准》,,,参鹿补膏清膏1kg，砂糖1.29kg。,先将砂糖加水加热烊化，滤过，然后与参鹿补膏清膏混合，浓缩至比重1.365（热测），即得。密闭保存。,,益气养血，补肾壮阳。主治阳虚畏寒，精神疲乏，气血不足，腰膝酸软。,,,,,,,,参鹿补膏清膏处方：红参80g、锁阳200g、淫羊藿300g、续断200g、狗脊（制）300g、墨旱莲草400g、白术（麸炒）300g、玉竹（制）100g、鹿肉100g、仙鹤草400g、鸡血藤800g、女贞子（制）600g、党参200g、熟地黄400g。以上14味药，先将红参水煎二次，每次3～4小时；鹿肉水煎4小时左右；再将参渣、鹿肉渣与余药同煎二次，每次3～4小时。参汁、鹿肉汁、药汁分别滤过，澄清，混合后浓缩至比重1.21（热测），即得。,,https://db.yaozh.com/fangji/10006386.html
蚕茧眼药,,,《北京市中药成方选集》,,,黄连20两，菊花50两，花椒20两，防风10两，青盐10两，李仁10两，当归10两，杏仁（去皮）10两，铜绿10两，蕤仁10两，白矾10两，芒消10两。,上为粗末，每粉末16两，兑冰片1钱，混合均匀。,,散风明目，消肿退蒙。主治风火眼疾，暴发红肿，眼眦痛痒，热泪气蒙。,,,,,,,,每2钱用湖绵裹衣，线绳捆好即成。将眼药1个，用针周围戳眼，放入碗内，开水泡热，熏洗。,,https://db.yaozh.com/fangji/10006574.html
擦疥散,,,《北京市中药成方选集》,,,芜荑1两，大风子仁5钱，枯矾1两2钱，蛇床子1两，川椒5钱，雄黄5钱，硫黄5钱，核桃仁（另捣成泥）16两。,计8味，除核桃仁外，共研为细粉，过罗，每5两2钱细粉兑樟脑2两，轻粉2两，研细，混合均匀，用方内核桃仁捣泥为丸，重2钱。,,祛风除湿止痒。主治风湿疥癣，瘙痒不休。,,,,,,,,每用1丸，擦患处。,,https://db.yaozh.com/fangji/10006199.html
补阴散,滋阴降火汤,,方出《明医杂着》卷一，名见《医便》卷一,,,生地黄（酒洗）5分，甘草（炙）5分，干姜（炮）5分，川芎1钱，熟地1钱，白芍药（炒）1钱3分，陈皮7分，当归1钱3分，白术1钱3分，黄柏（蜜水浸，炙）7分，山药（蜜水浸拌，炒）1钱，天门冬（去心皮）1钱。,,,劳瘵色欲证；阳强。,,,,,,,,滋阴降火汤（《医便》卷一）。本方方名，《东医宝鉴?杂病篇》引作“补阴降火汤”。若咳嗽盛，加桑白皮、马兜铃、瓜蒌仁各7钱，五味子10粒；若痰盛，加姜制半夏、贝母、瓜蒌仁各1钱；若潮热盛，加桑白皮、沙参、地骨皮各7分；若梦遗、精滑，加蛎、龙骨、山茱萸各7分；若赤白浊，加白茯苓1钱，黄连3分（炒）；若兼衄血、咳血，出于肺也，加桑白皮1钱，黄芩、山栀各5分（炒）；若兼嗽血、痰血，出于脾也，加桑白皮、贝母、黄连、瓜蒌各7分；若兼呕吐血，出于胃也，加山栀、黄连、干姜、蒲黄（炒）各1钱，韭汁半盏，姜汁少许；若兼咯唾血，,,https://db.yaozh.com/fangji/10006011.html
参麻汤,,,《圣济总录》卷二十八,,,玄参1两，升麻3分，犀角（镑）半两，干蓝叶1两，甘草（炙，锉）3分。,上为粗末。,,伤寒热病生豌豆疮并疱疮，烦闷昏迷。,,,,,,,,每服5钱匕，水1盏半，加葱白3寸，豉100粒，同煎至1盏，去滓温服，1日2次。,,https://db.yaozh.com/fangji/10006387.html
擦面神丹,,,《杂病源流犀烛》卷二十二,,,野大黄4两（取汁），穿山甲10片（烧存性），川椒末5钱，生姜3两（取汁）。,上为末。,,火热所滞，面上紫块，如钱大，或满面俱有。,,,,,,,,生绢包擦。如干，入醋润湿，数次如初。,,https://db.yaozh.com/fangji/10006200.html
补阴散邪汤,,,《辨证录》卷五,,,熟地1两，何首乌5钱，当归5钱，地骨皮3钱，丹皮3钱，天花粉2钱，神曲2钱，人参1钱，柴胡1钱，砂仁1粒。,,,春温之症，肾肝阴虚，满身疼痛，夜间发热，日间则冷。,,,,,,,,水煎服。,,https://db.yaozh.com/fangji/10006012.html
蚕奁散,,,方出《千金》卷十一，名见《马培之医集》,,,故败篦子1枚，故败梳1枚。,,,山野人有啮虱，在腹生长为虱症。,,,,,,,,上2物各破为2份，各取1份烧为末，又取1份以水5升，煮取1升，以服前烧末，顿服，斯须出矣。,,https://db.yaozh.com/fangji/10006575.html
擦舌吐痰方,,,《医述》卷十,,,酸梅草。,采取苗叶，洗净晒干为末，醋调。,,能除肢固之痰，频用不伤胃气。主治痰在膈上。,,,,,,,,用新羊毛笔蘸药擦舌根上。能吐胸膈之痰，如左胁有痰，药擦舌左，右亦如之。倘痰在背，药擦对舌根之上腭，擦时痰随而出。,,https://db.yaozh.com/fangji/10006201.html
补阴升提汤,,,《辨证录》卷七,,,"人参30克,热地30克,白芍90克,茯苓30克,升麻6克,甘草3克,山药30克,北五味子9克,山茱萸30克,诃黎勒9克。",,,主治下痢伤阴，虚阳上浮，大便纯血，色如陈腐屋漏之状，肛门大开，不能收闭，面色反觉红润，唇似朱涂。,,,,,,,,水煎服。,,https://db.yaozh.com/fangji/10006013.html
参麦阿胶汤,,,《重订通俗伤寒论》,,,北沙参4钱，麦冬3钱，阿胶1钱半，耆皮1钱，北五味20粒，糯米30粒。,,,补肺。主治夹血伤寒，呕血吐血，去血过多，阴液必虚，阳无所附者。,,,,,,,,,,https://db.yaozh.com/fangji/10006388.html
擦牙定痛散,,,《赤水玄珠》卷三,,,薄荷叶、天花粉、樟脑各等分。,上为末。,,一切牙痛，风热肿痛。,,,,,,,,擦患处。效。,,https://db.yaozh.com/fangji/10006202.html
蚕沙膏,,,《圣济总录》卷一四四,,,原蚕沙2升（炒，研），麦麸3升。,上和匀，米醋4升煮调，瓷器盛。,,伤折，恶血不散。,,,,,,,,量损处多少涂敷，以绢帛裹之，日2次。,,https://db.yaozh.com/fangji/10006576.html
补阴汤,,,《回春》卷五,,,当归1钱，白芍（酒炒）1钱，生地黄1钱，熟地黄1钱，陈皮1钱，茴香（盐、酒炒）1钱，故纸（酒炒）1钱，牛膝（去芦，酒洗）1钱，杜仲（去粗皮，酒炒）1钱，茯苓（去皮）1钱，人参5分，黄柏（去粗皮，酒炒）7分，知母（酒炒）7分，甘草（炙）3分。,上锉1剂。加大枣2枚，水煎服，不拘时候。如常服合丸药，俱为细末，炼蜜为丸，如梧桐子大。,,肾虚腰痛。,,,,,,,,每服50丸，米汤送下；酒亦可。痛甚大者，加乳香、砂仁、沉香，去芍药、生地、陈皮。,,https://db.yaozh.com/fangji/10006014.html
参麦地黄丸,,,《成方便读》,,,六味地黄丸加西洋参3两，麦冬3两。,,,金水两亏，阳虚火旺，肺中津液受灼，骨蒸劳热者。,,,,,,,,,,https://db.yaozh.com/fangji/10006389.html
擦牙固齿散,,,《北京市中药成方选集》,,,花椒4两，细辛4两，白芷10两，川芎10两，青盐20两，食盐20两，生石膏160两。,上为极细末，过罗。,,清胃热，止牙痛。主治胃火牙痛，牙缝出血，恶秽口臭。,,,,,,,,用牙刷蘸药少许擦之，日漱2次。,,https://db.yaozh.com/fangji/10006203.html
补阴汤,,,《石室秘录》卷三,,,熟地3两，元参8两，生地4两，麦冬3两，白芍5两，丹皮3两，沙参3两，地骨皮5两，天门冬3两，陈皮5钱。,上为末，炼蜜为丸；或加桑叶6两为末，同捣为丸。,,瘦人火有余，水不足者。,,,,,,,,本方方名，据剂型当作“补阴丸”。,,https://db.yaozh.com/fangji/10006015.html
参麦茯苓粥,,,《喉科心法》卷下,,,真人参1钱，白茯苓6钱，麦冬，5钱（去心）。,共为末。,,津液不足，及邪盛正虚。,,,,,,,,同白粳米1钟熬成粥。先以盐汤漱口，再食粥。,,https://db.yaozh.com/fangji/10006390.html
蚕沙黄柏汤,,,方出《种福堂方》卷二，名见《医学实在易》卷七,,,生蚕沙（研末）1两，生黄柏（末）1钱。,,,遗精白浊，有湿热者。,,,,,,,,每服3钱，空心开水调下。6-7服即愈。,,https://db.yaozh.com/fangji/10006577.html
补阴丸,,,《准绳•类方》卷四引丹溪方,,,败龟版（酒炙）、黄柏（酒炒）、知母、侧柏叶、枸杞子、五味子、杜仲（姜汁炒去丝）、砂仁各等分，甘草减半。,上为末，猪脊髓加地黄膏为丸。,,滋阴降火。主治腰痛；咳血。,,,,,,,,口服。,,https://db.yaozh.com/fangji/10006016.html
擦牙固齿散,,,《冯氏锦囊•杂症》卷六,,,生软石膏5钱，骨碎补6钱（去毛，蜜水拌，微火焙），青盐6钱，槐花5钱，寒水石5钱，没食子5钱（酒煮，火烘）。,为细末。,,固齿。主,,,,,,,,每日擦牙。,,https://db.yaozh.com/fangji/10006204.html
参麦茯神汤,,,方出《温热经纬•薛生白湿热病篇》，名见《湿温时疫治疗法》,,,人参、麦冬、石斛、木瓜、生甘草、生谷芽、莲子。,,,湿热证，曾开泄下夺，恶候皆平，独神思不清，倦语不思食，溺数，唇齿干，胃气不输，肺气不布，元神大亏。,,,,,,,,《湿温时疫治疗法》人参改用西洋参；加辰茯神。,,https://db.yaozh.com/fangji/10006391.html
蚕沙浸酒,,,《圣济总录》卷六,,,蚕沙（微炒，捣碎）5升。,上用生绢囊贮，以酒1斗5升，浸经7日。,,,,,,,,,,取饮之，3-5合。令常有酒气，以愈为度。,,https://db.yaozh.com/fangji/10006578.html
擦牙关方,,,《喉舌备要秘旨》,,,大黄5钱，甘松5钱，香附（去毛，酒制）5钱，白芷5钱，生石膏5钱，川椒49粒，绿豆49粒，细辛3钱，青果核18棵（煅），淮盐8两（火煅过，绢筛用），牙灰3两（飞，晒干）。,上为细末，过绢筛，罐贮。,,固齿，兼去口中气味。,,,,,,,,每日清晨以之擦牙。不但永无齿疾，且可白如冠玉。,,https://db.yaozh.com/fangji/10006205.html
补阴丸,,,《医学心悟》卷三,,,"熟地90克,丹皮、夭冬、当归、枸杞子、牛膝、山药、女贞子、茯苓、龟版、杜仲、续断各36克，人参、黄柏各15克。",用石斛120克熬膏，和炼蜜为丸。,,滋肾补肝，强筋壮骨。主治阴虚火烁，髓减骨枯，腰软无力，便结溺赤，脉细数无力。,,,,,,,,每早淡盐水下9克。,,https://db.yaozh.com/fangji/10006017.html
蚕沙酒,蚕沙饮,,《内经拾遗》卷一,,,蚕沙4两（炒半黄色），无灰酒1壶。,,,月经久闭。风缓顽痹，诸节不随，腹内宿痛。,,,,,,,,蚕沙饮（《验方新编》卷九）。,,https://db.yaozh.com/fangji/10006579.html
参麦黄连汤,,,《疫疹一得》卷下,,,人参5分，麦冬3钱，川连4分，生枣仁5钱，石菖蒲1钱，甘草5分。,,,疫疹邪热未尽，伏于心胞络，终日昏昏不醒，或错语呻吟者。,,,,,,,,,,https://db.yaozh.com/fangji/10006392.html
擦牙牛黄青黛散,,,《医抄类编》卷二十二,,,牛黄、青黛5分，硼砂2钱，朱砂、人中白（煅）、龙骨1钱（煅），冰片2分。,共研细末。,,青腿牙疳。,,,,,,,,先以甘草汤漱口，再上此药。,,https://db.yaozh.com/fangji/10006206.html
补阴丸,,,《症因脉治》卷三,,,黄柏、知母、熟地、败龟版、白芍药、陈皮、牛膝、虎骨、当归。,上为末，羊肉为丸。,,肝热痿软，筋膜干急。,,,,,,,,口服。,,https://db.yaozh.com/fangji/10006018.html
蚕沙散,,,《医方类聚》卷九十三引《瑞竹堂方》,,,晚蚕沙不拘多少。,上为细末。,,男子、妇人心气痛不可忍者。,,,,,,,,用滚沸汤泡过，滤净，取清水服之。立止。,,https://db.yaozh.com/fangji/10006580.html
参麦六味丸,,,《饲鹤亭集方》,,,六味地黄丸加党参4两，麦冬3两。,蜜为丸。,,补益虚损。主治真阴不足，金水并亏，肺损咳嗽，口渴舌燥、咽喉作痛，骨蒸盗汗及遗精、淋浊。,,,,,,,,口服。,,https://db.yaozh.com/fangji/10006393.html
擦牙散,,,《古今医鉴》卷九,,,细辛、川芎、莲须、香附、生地黄、当归（以上俱烧过存性）、青盐（生用）各等分。,上为细末。,,乌须固齿。,,,,,,,,清晨擦牙，温水漱咽，日日不可间断。,,https://db.yaozh.com/fangji/10006207.html
