电话：暂无,北京市.通州区.华联商厦(武夷花园店)通胡大街甲3号B1,北京芝华安方体育文化公司,,"腾讯高德坐标：39.919209917399,116.70043449018","百度地图坐标：39.924854439353,116.70703823337"
电话：18500482297,北京市.东城区.安定门街道北下洼子乙7号(分司厅小学),过云间文化公司(乙七号),,"腾讯高德坐标：39.943779591916,116.4043898793","百度地图坐标：39.950114746642,116.41075899568"
电话：暂无,北京市.朝阳区.东三环北路丙2号天元港中心A座A501,北京豪邦影视文化公司,"gps硬件坐标：39.9423745726,116.398141895","腾讯高德坐标：39.95570386439,116.46002785462","百度地图坐标：39.96135303682,116.46664350146"
电话：暂无,北京市.朝阳区.酒仙桥路4号D03楼2层,798文化公司,,"腾讯高德坐标：39.984367833586,116.49427268611","百度地图坐标：39.990451580908,116.50076417393"
电话：暂无,北京市.丰台区.六里桥北里10号西贝莜面村403室,腾格里塔拉餐饮文化公司,,"腾讯高德坐标：39.88234992726,116.30436828997","百度地图坐标：39.888456506395,116.31084861716"
电话：暂无,北京市.东城区.新中街乙12号新中园写字楼A座3层A316,经纬四极传媒文化公司,,"腾讯高德坐标：39.936729689587,116.44137261741","百度地图坐标：39.942527664864,116.44792206254"
电话：010-88275959,北京市.海淀区.翠微路乙2号中国印刷科学技术研究所科贸楼中国印刷科学技术研究所A-5,北京科印传媒文化公司,,"腾讯高德坐标：39.910910477243,116.30017902488","百度地图坐标：39.917078577365,116.30660990447"
电话：暂无,北京市.朝阳区.朝新嘉园东里一区5号楼1层05号,北京索菲国际文化公司,"gps硬件坐标：39.8810934428,116.298300873","腾讯高德坐标：39.950130889837,116.55696307099","百度地图坐标：39.956003006644,116.56349645778"
电话：暂无,北京市.海淀区.天秀路中国农业大学附属中学,北京三正饮食文化公司,,"腾讯高德坐标：40.021124930927,116.27495501604","百度地图坐标：40.027461272947,116.28133800351"
电话：暂无,北京市.丰台区.小屯路与吴家村路交口久隆百货F2,北京邮天下文化公司,,"腾讯高德坐标：39.890560122189,116.25163194613","百度地图坐标：39.896592965914,116.25813070696"
电话：暂无,北京市.丰台区.六里桥北里10号西贝莜面村403室,腾格里塔拉餐饮文化公司,"gps硬件坐标：39.8810934428,116.298300873","腾讯高德坐标：39.88234992726,116.30436828997","百度地图坐标：39.888456506395,116.31084861716"
电话：暂无,北京市.西城区.长椿街1号,正清文化公司,,"腾讯高德坐标：39.897670478234,116.36309846809","百度地图坐标：39.903547846982,116.36964308735"
电话：暂无,北京市.朝阳区.东三环北路丙2号天元港中心A座A501,北京豪邦影视文化公司,,"腾讯高德坐标：39.95570386439,116.46002785462","百度地图坐标：39.96135303682,116.46664350146"
电话：暂无,北京市.朝阳区.西坝河东路金色怡人公园附近,大海文化公司,,"腾讯高德坐标：39.96774073722,116.44561394068","百度地图坐标：39.973488467129,116.45220886483"
电话：暂无,北京市.朝阳区.酒仙桥路4号D03楼2层,798文化公司,,"腾讯高德坐标：39.984367833586,116.49427268611","百度地图坐标：39.990451580908,116.50076417393"
电话：暂无,北京市.东城区.新中街乙12号新中园写字楼A座3层A316,经纬四极传媒文化公司,,"腾讯高德坐标：39.936729689587,116.44137261741","百度地图坐标：39.942527664864,116.44792206254"
电话：暂无,北京市.海淀区.车公庄西路乙20号爱德大厦6层,亚太博阳文化公司,,"腾讯高德坐标：39.931928374088,116.32258609366","百度地图坐标：39.937708229412,116.3291406281"
电话：暂无,北京市.朝阳区.朝新嘉园东里一区5号楼1层05号,北京索菲国际文化公司,,"腾讯高德坐标：39.950130889837,116.55696307099","百度地图坐标：39.956003006644,116.56349645778"
电话：暂无,北京市.朝阳区.利泽中路博雅国际中心8层a座801,北京时代影响力影视文化公司,,"腾讯高德坐标：40.013465515288,116.46954993094","百度地图坐标：40.019161065981,116.47616162009"
电话：暂无,北京市.朝阳区.京顺路5号曙光大厦A座11层,博润恒业科技文化公司,,"腾讯高德坐标：39.963632271525,116.45228586532","百度地图坐标：39.969312254175,116.45889968436"
电话：暂无,北京市.朝阳区.东三环北路丙2号天元港中心A座A501,北京豪邦影视文化公司,,"腾讯高德坐标：39.95570386439,116.46002785462","百度地图坐标：39.96135303682,116.46664350146"
电话：暂无,北京市.海淀区.车公庄西路乙20号爱德大厦6层,亚太博阳文化公司,,"腾讯高德坐标：39.931928374088,116.32258609366","百度地图坐标：39.937708229412,116.3291406281"
电话：暂无,北京市.昌平区.北七家镇平西王府宏福大厦15层,中华建业教育文化公司,"gps硬件坐标：39.9306379879,116.316475447","腾讯高德坐标：40.100781570586,116.37030984321","百度地图坐标：40.106793005591,116.37682464018"
电话：暂无,北京市.朝阳区.东土城路8号林达大厦B座7层7K,中盛亿达影视文化公司,,"腾讯高德坐标：39.956087416478,116.43261975582","百度地图坐标：39.962038332731,116.43913229828"
电话：010-64897569,北京市.朝阳区.安慧里四区15号中国五矿大厦7层,芝华安方体育文化公司,,"腾讯高德坐标：39.989291769405,116.41227263236","百度地图坐标：39.995577841993,116.41869549452"
电话：暂无,北京市.朝阳区.建国路18号,北京帝威文化公司,"gps硬件坐标：39.9546941622,116.426387941","腾讯高德坐标：39.908580128653,116.56023205106","百度地图坐标：39.914398808226,116.56678495157"
电话：暂无,北京市.海淀区.紫竹院南路7号首汽写字楼2楼,卡尔博学文化公司,"gps硬件坐标：39.9878847726,116.40601926","腾讯高德坐标：39.936278554222,116.3191763565","百度地图坐标：39.942111119775,116.32571382869"
电话：暂无,北京市.海淀区.天秀路中国农业大学附属中学,北京三正饮食文化公司,"gps硬件坐标：39.9075004676,116.554402513","腾讯高德坐标：40.021124930927,116.27495501604","百度地图坐标：40.027461272947,116.28133800351"
电话：010-58678588,北京市.朝阳区.曙光西里甲6号时间国际A座31层,北京高德体育文化公司,"gps硬件坐标：39.934994288,116.3130726","腾讯高德坐标：39.962322063253,116.45134560386","百度地图坐标：39.968008754786,116.45795568521"
电话：暂无,北京市.西城区.茶马北街1号院2世纪茶贸中心,吴玉章茶文化公司,,"腾讯高德坐标：39.882358170796,116.32983578935","百度地图坐标：39.888062623319,116.33645398278"
电话：暂无,北京市.朝阳区.朝新嘉园东里一区5号楼1层05号,北京索菲国际文化公司,"gps硬件坐标：39.949043203,116.551120829","腾讯高德坐标：39.950130889837,116.55696307099","百度地图坐标：39.956003006644,116.56349645778"
电话：暂无,北京市.东城区.新中街乙12号新中园写字楼A座3层A316,经纬四极传媒文化公司,,"腾讯高德坐标：39.936729689587,116.44137261741","百度地图坐标：39.942527664864,116.44792206254"
电话：暂无,北京市.朝阳区.建国路18号,北京帝威文化公司,,"腾讯高德坐标：39.908580128653,116.56023205106","百度地图坐标：39.914398808226,116.56678495157"
电话：暂无,北京市.丰台区.小屯路与吴家村路交口久隆百货F2,北京邮天下文化公司,"gps硬件坐标：39.9075004676,116.554402513","腾讯高德坐标：39.890560122189,116.25163194613","百度地图坐标：39.896592965914,116.25813070696"
电话：010-68316677,北京市.西城区.西直门外大街135号院1,北京北展演艺文化公司,,"腾讯高德坐标：39.941028451444,116.34312600566","百度地图坐标：39.946678645712,116.34972837755"
电话：暂无,北京市.海淀区.车公庄西路乙20号爱德大厦6层,亚太博阳文化公司,,"腾讯高德坐标：39.931928374088,116.32258609366","百度地图坐标：39.937708229412,116.3291406281"
电话：010-58678588,北京市.朝阳区.曙光西里甲6号时间国际A座31层,北京高德体育文化公司,,"腾讯高德坐标：39.962322063253,116.45134560386","百度地图坐标：39.968008754786,116.45795568521"
电话：暂无,北京市.朝阳区.酒仙桥街道酒仙桥路恒通国际商务园B35,传奇天辉影视文化公司,,"腾讯高德坐标：39.978817893818,116.49654274067","百度地图坐标：39.984940703408,116.50301821831"
电话：暂无,北京市.朝阳区.建国门外大街21号北京国际俱乐部办公楼7层701室,中旭盛世风华文化公司,"gps硬件坐标：39.9306379879,116.316475447","腾讯高德坐标：39.911319421692,116.44034228103","百度地图坐标：39.917135745391,116.4468934283"
电话：暂无,北京市.东城区.东直门外大街48号东方银座大厦b座26层a,宝韵文化公司,,"腾讯高德坐标：39.93977806084,116.43505056629","百度地图坐标：39.945681103807,116.44156539185"
电话：暂无,北京市.海淀区.车公庄西路乙20号爱德大厦6层,亚太博阳文化公司,"gps硬件坐标：39.9306379879,116.316475447","腾讯高德坐标：39.931928374088,116.32258609366","百度地图坐标：39.937708229412,116.3291406281"
电话：010-58678588,北京市.朝阳区.曙光西里甲6号时间国际A座31层,北京高德体育文化公司,,"腾讯高德坐标：39.962322063253,116.45134560386","百度地图坐标：39.968008754786,116.45795568521"
电话：暂无,北京市.朝阳区.酒仙桥街道酒仙桥路恒通国际商务园B35,传奇天辉影视文化公司,,"腾讯高德坐标：39.978817893818,116.49654274067","百度地图坐标：39.984940703408,116.50301821831"
电话：暂无,北京市.海淀区.西三环北路11号海通时代商务中心C2座,卡酷全卡通动漫文化公司,"gps硬件坐标：39.9775653458,116.490491291","腾讯高德坐标：39.95712963323,116.30682786003","百度地图坐标：39.963186347379,116.31330520958"
电话：暂无,北京市.东城区.朝内大街203号,英煌文化公司,,"腾讯高德坐标：39.925784439493,116.42180599853","百度地图坐标：39.931923401678,116.4282377122"
电话：010-84531767,北京市.朝阳区.新源里16号院2琨莎中心1座12A层12A06室,万岁之歌影视文化公司,,"腾讯高德坐标：39.948421871896,116.4505053612","百度地图坐标：39.954111111223,116.45709992006"
电话：暂无,北京市.昌平区.北七家镇平西王府宏福大厦15层,中华建业教育文化公司,"gps硬件坐标：39.9243834828,116.415565923","腾讯高德坐标：40.100781570586,116.37030984321","百度地图坐标：40.106793005591,116.37682464018"
电话：暂无,"北京市.朝阳区.东大桥侨福芳草地A座6层05,06室",悦影堂影视文化公司,"gps硬件坐标：39.9470548504,116.444308683","腾讯高德坐标：39.918971690181,116.44974512975","百度地图坐标：39.924666068704,116.45633218186"
电话：暂无,北京市.朝阳区.酒仙桥路4号D03楼2层,798文化公司,,"腾讯高德坐标：39.984367833586,116.49427268611","百度地图坐标：39.990451580908,116.50076417393"
电话：暂无,北京市.东城区.东直门街道东直门外大街42号宇飞大厦1202,若派影视文化公司,,"腾讯高德坐标：39.940148707738,116.43752138205","百度地图坐标：39.946009075991,116.44405104987"
电话：010-84531767,北京市.朝阳区.新源里16号院2琨莎中心1座12A层12A06室,万岁之歌影视文化公司,"gps硬件坐标：39.9470548504,116.444308683","腾讯高德坐标：39.948421871896,116.4505053612","百度地图坐标：39.954111111223,116.45709992006"
电话：010-58790809,北京市.朝阳区.朝阳门外大街乙12号院1号昆泰国际大厦8层0812室,克林希安(北京)国际体育文化公司,,"腾讯高德坐标：39.92311966537,116.4412925864","百度地图坐标：39.928918874067,116.44784164396"
电话：010-88371193,北京市.海淀区.西三环北路50号院6豪柏大厦5层509,明日阳光体育文化公司,,"腾讯高德坐标：39.939358987867,116.31329696919","百度地图坐标：39.945293318598,116.31980086086"
电话：暂无,北京市.西城区.南礼士路丙3海通大厦B座101室,九州迅驰传媒文化公司,"gps硬件坐标：39.9380851236,116.307205181","腾讯高德坐标：39.921569150087,116.35229683522","百度地图坐标：39.927284111307,116.3588755168"
电话：暂无,北京市.朝阳区.吉庆里9号蓝筹名座E座1区701室,浩锐文化公司,,"腾讯高德坐标：39.927379447466,116.44042231264","百度地图坐标：39.933191714405,116.44696574167"
电话：暂无,北京市.朝阳区.东三环中路1号环球金融中心西塔二楼新诺亚集团,玛雅文化公司,,"腾讯高德坐标：39.918803714333,116.45931766172","百度地图坐标：39.924449156996,116.46592158075"
电话：010-64799473,北京市.海淀区.西二旗西路领秀新硅谷D区45号楼102室,小旭游戏音乐文化公司,"gps硬件坐标：39.9259969989,116.434206971","腾讯高德坐标：40.05382936217,116.30891750246","百度地图坐标：40.059842746858,116.31539216416"
电话：暂无,北京市.朝阳区.北苑路凯旋城E座401室,魅丽文化公司,"gps硬件坐标：39.9174553735,116.453147476","腾讯高德坐标：39.99767360946,116.41883495888","百度地图坐标：40.003872333205,116.42528614712"
电话：暂无,北京市.东城区.东直门外大街48号东方银座大厦b座26层a,宝韵文化公司,,"腾讯高德坐标：39.93977806084,116.43505056629","百度地图坐标：39.945681103807,116.44156539185"
电话：010-68316677,北京市.西城区.西直门外大街135号院1,北京北展演艺文化公司,,"腾讯高德坐标：39.941028451444,116.34312600566","百度地图坐标：39.946678645712,116.34972837755"
电话：暂无,北京市.朝阳区.十里堡甲3号都会国际10层,天扬无限影视文化公司,,"腾讯高德坐标：39.915067911444,116.50171269643","百度地图坐标：39.921264468707,116.50813035085"
电话：暂无,北京市.海淀区.紫竹院南路7号首汽写字楼2楼,卡尔博学文化公司,,"腾讯高德坐标：39.936278554222,116.3191763565","百度地图坐标：39.942111119775,116.32571382869"
电话：010-58187999,北京市.东城区.正义路7号公安大院内573-57,东城区德山兴业文化公司,"gps硬件坐标：39.934994288,116.3130726","腾讯高德坐标：39.904250150385,116.40645059112","百度地图坐标：39.910578207947,116.41283346587"
电话：暂无,"北京市.朝阳区.东大桥侨福芳草地A座6层05,06室",悦影堂影视文化公司,,"腾讯高德坐标：39.918971690181,116.44974512975","百度地图坐标：39.924666068704,116.45633218186"
电话：暂无,北京市.朝阳区.南磨房百子湾路东朝时代5号楼3A号,极韵文化公司,,"腾讯高德坐标：39.898307890601,116.49847270026","百度地图坐标：39.904458474542,116.50492299884"
电话：暂无,北京市.东城区.东直门街道东直门外大街42号宇飞大厦1202,若派影视文化公司,,"腾讯高德坐标：39.940148707738,116.43752138205","百度地图坐标：39.946009075991,116.44405104987"
电话：暂无,北京市.海淀区.信息路甲28号科实大厦D座10层,北京金世纪博图文化公司,,"腾讯高德坐标：40.034438991773,116.31285697965","百度地图坐标：40.040382522636,116.31936190541"
电话：暂无,北京市.朝阳区.望京街道湖光中街9号东南距望京站约175米,星泽国际影视文化公司,"gps硬件坐标：39.8970644243,116.492438665","腾讯高德坐标：39.998595059006,116.46667935755","百度地图坐标：40.004272659066,116.47330912113"
电话：暂无,北京市.朝阳区.顺义下辛堡顺黄路北京海龙玻璃厂附近,北京福音达文化公司,,"腾讯高德坐标：40.059237600773,116.51257226032","百度地图坐标：40.065555278268,116.51894431317"
电话：暂无,北京市.朝阳区.京顺路5号曙光大厦A座11层,博润恒业科技文化公司,,"腾讯高德坐标：39.963632271525,116.45228586532","百度地图坐标：39.969312254175,116.45889968436"
电话：暂无,北京市.海淀区.紫竹院南路7号首汽写字楼2楼,卡尔博学文化公司,"gps硬件坐标：39.934994288,116.3130726","腾讯高德坐标：39.936278554222,116.3191763565","百度地图坐标：39.942111119775,116.32571382869"
电话：暂无,北京市.海淀区.天秀路中国农业大学附属中学,北京三正饮食文化公司,,"腾讯高德坐标：40.021124930927,116.27495501604","百度地图坐标：40.027461272947,116.28133800351"
电话：暂无,北京市.朝阳区.十里堡甲3号都会国际10层,天扬无限影视文化公司,,"腾讯高德坐标：39.915067911444,116.50171269643","百度地图坐标：39.921264468707,116.50813035085"
电话：暂无,北京市.大兴区.警大路5号,视觉元素文化公司,,"腾讯高德坐标：39.763893157349,116.37839191262","百度地图坐标：39.770046507759,116.38485530151"
电话：010-82923597,北京市.昌平区.西三旗金燕龙办公楼(育新花园西北),丽晶嘉和文化公司,,"腾讯高德坐标：40.060118387467,116.3429459346","百度地图坐标：40.065767883721,116.34954836961"
电话：暂无,北京市.朝阳区.东三环南路102号瑞安大厦11层1125/1127/1144,北京和景图书文化公司,"gps硬件坐标：39.7625177945,116.372187888","腾讯高德坐标：39.866393896322,116.46041789427","百度地图坐标：39.872050960689,116.46705605007"
电话：暂无,北京市.朝阳区.三间房双桥动漫大厦4层,金乐佳音文化公司,,"腾讯高德坐标：39.903529632382,116.56234138811","百度地图坐标：39.909317877313,116.56890999475"
电话：暂无,北京市.怀柔区.东苑小区北(府前东街西),精英伟业影视文化公司,,"腾讯高德坐标：40.316461068588,116.64061676599","百度地图坐标：40.322809604041,116.64699239653"
电话：暂无,北京市.朝阳区.北苑路黄金苑(中国环境科学研究院西),华夏圣贤国际文化公司,"gps硬件坐标：39.8650504214,116.454257431","腾讯高德坐标：40.042272219852,116.4139332234","百度地图坐标：40.048526592505,116.4203262857"
电话：暂无,北京市.朝阳区.亚运村街道安定路1号奥体中心体育馆西北门二层,北京翔明体育文化公司,,"腾讯高德坐标：39.983388069054,116.39872795898","百度地图坐标：39.989742602796,116.40512606714"
电话：暂无,北京市.朝阳区.望京街道湖光中街9号东南距望京站约175米,星泽国际影视文化公司,,"腾讯高德坐标：39.998595059006,116.46667935755","百度地图坐标：40.004272659066,116.47330912113"
电话：暂无,北京市.东城区.东直门街道东直门外大街42号宇飞大厦1202,若派影视文化公司,,"腾讯高德坐标：39.940148707738,116.43752138205","百度地图坐标：39.946009075991,116.44405104987"
电话：暂无,北京市.西城区.展览馆路12号金泰华云写字楼展览路店,北京金马万顿文化公司,,"腾讯高德坐标：39.934688534279,116.34455610212","百度地图坐标：39.940343086758,116.35115416331"
电话：18500482297,北京市.东城区.安定门街道北下洼子乙7号(分司厅小学),过云间文化公司(乙七号),,"腾讯高德坐标：39.943779591916,116.4043898793","百度地图坐标：39.950114746642,116.41075899568"
电话：暂无,北京市.朝阳区.三间房双桥动漫大厦4层,金乐佳音文化公司,,"腾讯高德坐标：39.903529632382,116.56234138811","百度地图坐标：39.909317877313,116.56890999475"
电话：暂无,北京市.朝阳区.亚运村街道安定路1号奥体中心体育馆西北门二层,北京翔明体育文化公司,,"腾讯高德坐标：39.983388069054,116.39872795898","百度地图坐标：39.989742602796,116.40512606714"
电话：13681596287,北京市.朝阳区.滨河一号202号楼B805(近颐堤港;将台地铁站;798艺术区),北京秀荟文芯文化公司蔓诺婚礼,"gps硬件坐标：39.9423745726,116.398141895","腾讯高德坐标：39.970677919058,116.50345270417","百度地图坐标：39.976907691581,116.50988508759"
电话：010-58187999,北京市.东城区.正义路7号公安大院内573-57,东城区德山兴业文化公司,,"腾讯高德坐标：39.904250150385,116.40645059112","百度地图坐标：39.910578207947,116.41283346587"
电话：暂无,北京市.西城区.厂桥北京当代服务中心409-410室,北京东华紫照影视文化公司,,"腾讯高德坐标：39.93390429788,116.38338321529","百度地图坐标：39.940123069123,116.38978744514"
电话：暂无,北京市.朝阳区.北苑路黄金苑(中国环境科学研究院西),华夏圣贤国际文化公司,"gps硬件坐标：39.9819832446,116.392476688","腾讯高德坐标：40.042272219852,116.4139332234","百度地图坐标：40.048526592505,116.4203262857"
电话：暂无,北京市.西城区.厂桥北京当代服务中心409-410室,北京东华紫照影视文化公司,"gps硬件坐标：39.932512659,116.377151161","腾讯高德坐标：39.93390429788,116.38338321529","百度地图坐标：39.940123069123,116.38978744514"
电话：暂无,北京市.朝阳区.东三环中路39号建外SOHO3号楼17层1701,中盛舜天影视文化公司,"gps硬件坐标：39.9048569678,116.45360043","腾讯高德坐标：39.906203795429,116.45976776295","百度地图坐标：39.911852372708,116.46638143389"
电话：暂无,北京市.海淀区.永定路88号长银大厦6层B区07,大唐今典国际文化公司,"gps硬件坐标：39.9039796201,116.259369197","腾讯高德坐标：39.905197007071,116.26539778838","百度地图坐标：39.91144698119,116.27180630751"
电话：暂无,北京市.东城区.东四十条保利大厦1071,中放文化公司,,"腾讯高德坐标：39.934648209946,116.43562075448","百度地图坐标：39.940540588546,116.4421371455"
电话：暂无,北京市.海淀区.西三环北路91号国图,禹田文化公司,,"腾讯高德坐标：39.933569382562,116.30916751961","百度地图坐标：39.939578205435,116.3156437126"
电话：暂无,大厦5层,前程书缘(北京)文化公司,,"腾讯高德坐标：39.757718271141,116.3401459474","百度地图坐标：39.763375207189,116.34678261746"
电话：暂无,北京市.大兴区.滨河街水晶之星9层909,精英伟业影视文化公司,,"腾讯高德坐标：40.316461068588,116.64061676599","百度地图坐标：40.322809604041,116.64699239653"
电话：暂无,北京市.怀柔区.东苑小区北(府前东街西),世纪玖鼎文化公司,,"腾讯高德坐标：39.906453490557,116.45820738328","百度地图坐标：39.912103504354,116.46482030296"
电话：暂无,北京市.朝阳区.东三环国贸建外SOHO东区9号楼35层01室,盛世和映影视文化公司,,"腾讯高德坐标：39.909274391286,116.46295850466","百度地图坐标：39.914926159767,116.46956796754"
电话：暂无,北京市.朝阳区.建国路99号中服大厦9层901,华夏圣贤国际文化公司,,"腾讯高德坐标：40.042272219852,116.4139332234","百度地图坐标：40.048526592505,116.4203262857"
电话：暂无,北京市.西城区.三里河路40号院,大海文化公司,,"腾讯高德坐标：39.924668182026,116.33524573371","百度地图坐标：39.930323693252,116.34184363067"
电话：暂无,北京市.昌平区.回龙观G6国仕汇附近,北京时代文化公司,,"腾讯高德坐标：40.078548881549,116.31377684659","百度地图坐标：40.084479830883,116.3202990338"
电话：15601291593,北京市.朝阳区.义安门42号楼107号,北京中环鼎盛影视文化公司,,"腾讯高德坐标：39.904906925599,116.52078123703","百度地图坐标：39.911254548728,116.5271568139"
电话：暂无,北京市.海淀区.花园东路乙九号院2号楼,佳田胜景文化公司,,"腾讯高德坐标：39.980570996428,116.36650908637","百度地图坐标：39.986513263984,116.37304754393"
电话：010-64316208,北京市.朝阳区.草场地258-2号,北京无上堂艺术文化公司,,"腾讯高德坐标：39.996037794965,116.50848250606","百度地图坐标：40.002331838479,116.51490166161"
电话：暂无,北京市.朝阳区.东四环中路193号F4层,翰德和晟文化公司,,"腾讯高德坐标：39.88748754469,116.48895234321","百度地图坐标：39.893472331742,116.49547043248"
电话：暂无,北京市.朝阳区.将台东四环北路2号上东双子座公寓2708,雷平文化公司,"gps硬件坐标：39.9791991051,116.360296882","腾讯高德坐标：39.968196536175,116.47716116001","百度地图坐标：39.973981632174,116.483743701"
电话：暂无,北京市.朝阳区.驼房营南路8号新华科技大厦九楼,艺和文化公司,,"腾讯高德坐标：39.963017923195,116.50290271154","百度地图坐标：39.969237510767,116.50933071525"
电话：暂无,北京市.朝阳区.安立路60号润枫德尚B座2202室,艺鼎传奇文化公司,,"腾讯高德坐标：40.005591202064,116.4102519201","百度地图坐标：40.011895766955,116.41666173673"
电话：暂无,北京市.海淀区.交大东路46号大和恒商务楼B座1层B102,北京白鹿书坊文化公司,,"腾讯高德坐标：39.950568838984,116.34887645346","百度地图坐标：39.95625373885,116.3554746255"
电话：暂无,北京市.海淀区.天秀路天秀花园古月园26号楼,北京金牛文化公司,,"腾讯高德坐标：40.021305789955,116.27090616581","百度地图坐标：40.027615357732,116.2772981648"
电话：暂无,北京市.社旗县.永庆街与永泰街交叉口南50米,北京宇宙村影视文化公司驻社旗采编部,,"腾讯高德坐标：33.054230892533,112.9455257675","百度地图坐标：33.060311218954,112.95200845894"
电话：暂无,北京市.朝阳区.酒仙桥路4号D03楼2层,798文化公司,,"腾讯高德坐标：39.984367833586,116.49427268611","百度地图坐标：39.990451580908,116.50076417393"
电话：暂无,北京市.大兴区.滨河街水晶之星9层909,前程书缘(北京)文化公司,,"腾讯高德坐标：39.757718271141,116.3401459474","百度地图坐标：39.763375207189,116.34678261746"
电话：暂无,北京市.大兴区.京福路与普陀路交叉口西南100米,海明威文化公司,,"腾讯高德坐标：39.736543183772,116.45738708237","百度地图坐标：39.742201996617,116.46401959865"
电话：暂无,北京市.朝阳区.酒仙桥街道酒仙桥路恒通国际商务园B35,传奇天辉影视文化公司,,"腾讯高德坐标：39.978817893818,116.49654274067","百度地图坐标：39.984940703408,116.50301821831"
电话：暂无,北京市.朝阳区.朝新嘉园东里一区5号楼1层05号,北京索菲国际文化公司,,"腾讯高德坐标：39.950130889837,116.55696307099","百度地图坐标：39.956003006644,116.56349645778"
电话：暂无,北京市.朝阳区.东三环北路丙2号天元港中心A座A501,北京豪邦影视文化公司,,"腾讯高德坐标：39.95570386439,116.46002785462","百度地图坐标：39.96135303682,116.46664350146"
电话：暂无,北京市.海淀区.天秀路中国农业大学附属中学,北京三正饮食文化公司,,"腾讯高德坐标：40.021124930927,116.27495501604","百度地图坐标：40.027461272947,116.28133800351"
电话：暂无,北京市.朝阳区.朝阳门外大街乙12号院-1昆泰国际大厦26层2602,北京乐乐天文化发展有限公司,,"腾讯高德坐标：39.923109710543,116.44147264314","百度地图坐标：39.928906194606,116.44802263863"
电话：暂无,北京市.东城区.永定门内东街中里9-17号楼343,北京金嘉隅文化传媒有限公司,"gps硬件坐标：39.8717985991,116.403002436","腾讯高德坐标：39.873200910677,116.40924156251","百度地图坐标：39.879516434683,116.41565433134"
电话：暂无,北京市.朝阳区.朝阳门外大街乙12号院-1昆泰国际大厦26层2602,北京乐乐天文化发展有限公司,"gps硬件坐标：39.9217289387,116.435259822","腾讯高德坐标：39.923109710543,116.44147264314","百度地图坐标：39.928906194606,116.44802263863"
电话：暂无,北京市.丰台区.朱家坟五里永定佳苑15号楼底商,北京畅想童年文化交流有限公司,"gps硬件坐标：39.8078623893,116.190743023","腾讯高德坐标：39.809130204197,116.19685548097","百度地图坐标：39.815001271221,116.20337853416"
电话：暂无,北京市.东城区.小牌坊胡同甲七号银河SOHO12层,北京尚世文华文化传播有限公司,"gps硬件坐标：39.9183258125,116.426532819","腾讯高德坐标：39.919717446085,116.43275979232","百度地图坐标：39.925661578272,116.4392607951"
电话：010-57197733,北京市.门头沟区.永定镇惠润嘉园9地块2号楼1单元1001,北京山楂树文化传媒有限公司-儿童摄影棚,"gps硬件坐标：39.8867932372,116.113480032","腾讯高德坐标：39.888184627415,116.11978873529","百度地图坐标：39.894010889333,116.1263606797"
电话：暂无,北京市.海淀区.金和嘉园6号楼,涵庭玉韵文化艺术公司,"gps硬件坐标：39.917236965,116.273635815","腾讯高德坐标：39.918463985977,116.27967374739","百度地图坐标：39.924807429001,116.28603843972"
电话：暂无,北京市.顺义区.怡馨家园北门底商204附近,北京博文华文化交流有限公司,"gps硬件坐标：40.1203127529,116.64148304","腾讯高德坐标：40.121400338873,116.64735555322","百度地图坐标：40.127730026803,116.65375964755"
